x,y,z,lithology_index,density_true,density_inverted,density_residual,resistivity_log10_true,resistivity_log10_inverted,chargeability_mrad,magnetic_susceptibility,gravity_proxy_mgal,magnetic_proxy_nt,display_contrast_index
1150.000,0.000,-180.000,3,2.350000,2.263772,-0.086228,1.450000,1.565747,18.000000,0.01200000,-0.335543,11.400000,3.000000
1200.000,0.000,-180.000,3,2.350000,2.263517,-0.086483,1.450000,1.566212,18.000000,0.01200000,-0.335543,11.400000,3.000000
0.000,50.000,-180.000,3,2.350000,2.242565,-0.107435,1.450000,1.596815,17.999997,0.01200000,-0.335544,11.400000,3.000000
50.000,50.000,-180.000,2,2.080000,2.174829,0.094829,1.850000,1.696187,11.999997,0.00700000,-2.945544,6.650000,2.000000
100.000,50.000,-180.000,2,2.080000,2.132824,0.052824,1.850000,1.757929,11.999996,0.00700000,-2.945544,6.650000,2.000000
150.000,50.000,-180.000,2,2.080000,2.124682,0.044682,1.850000,1.770014,11.999996,0.00700000,-2.945544,6.650000,2.000000
200.000,50.000,-180.000,2,2.080000,2.127635,0.047636,1.850000,1.766708,11.999997,0.00700000,-2.945544,6.650000,2.000000
250.000,50.000,-180.000,2,2.080023,2.141394,0.061370,1.850043,1.782953,11.999368,0.00700236,-2.945316,6.653972,2.000110
300.000,50.000,-180.000,2,2.090133,2.275731,0.185598,1.868578,1.945602,11.729769,0.00801336,-2.847587,8.355817,2.047290
350.000,50.000,-180.000,7,3.141206,2.703616,-0.437591,2.950545,2.449518,2.000000,0.02812064,7.312784,40.736411,7.892296
400.000,50.000,-180.000,7,3.108494,2.698389,-0.410105,2.890561,2.436194,2.000000,0.02485157,6.996563,35.233472,7.739667
450.000,50.000,-180.000,2,2.081012,2.250765,0.169753,1.849475,1.890711,12.375094,0.00757739,-2.935758,7.621945,2.011073
500.000,50.000,-180.000,2,1.992288,2.073593,0.081305,1.645334,1.621944,21.746554,0.00700093,-3.793425,6.651557,1.707639
550.000,50.000,-180.000,2,1.943188,2.053282,0.110094,1.530772,1.572719,27.201345,0.00700001,-4.268058,6.650009,1.543960
600.000,50.000,-180.000,2,2.061936,2.131723,0.069787,1.807851,1.640229,14.007137,0.00700004,-3.120155,6.650047,1.939788
650.000,50.000,-180.000,3,2.349800,2.257724,-0.092075,1.449529,1.550648,18.022556,0.01200014,-0.337476,11.400162,2.999332
700.000,50.000,-180.000,3,2.350003,2.294949,-0.055054,1.450001,1.515692,18.000310,0.01200032,-0.335499,11.400387,3.000010
750.000,50.000,-180.000,3,2.350006,2.299115,-0.050890,1.450002,1.514106,18.000472,0.01200053,-0.335468,11.400633,3.000018
800.000,50.000,-180.000,3,2.350006,2.299257,-0.050750,1.450003,1.514239,18.000529,0.01200059,-0.335459,11.400709,3.000020
850.000,50.000,-180.000,3,2.350005,2.299140,-0.050865,1.450002,1.513982,18.000406,0.01200046,-0.335479,11.400544,3.000015
900.000,50.000,-180.000,3,2.350003,2.298971,-0.051032,1.450001,1.514074,18.000214,0.01200024,-0.335509,11.400286,3.000008
950.000,50.000,-180.000,3,2.350001,2.296156,-0.053845,1.450000,1.518195,18.000077,0.01200009,-0.335531,11.400103,3.000003
1000.000,50.000,-180.000,3,2.350000,2.296037,-0.053964,1.450000,1.518400,18.000019,0.01200002,-0.335540,11.400025,3.000001
1050.000,50.000,-180.000,3,2.350000,2.296021,-0.053979,1.450000,1.518423,18.000003,0.01200000,-0.335542,11.400004,3.000000
1100.000,50.000,-180.000,3,2.350000,2.295989,-0.054011,1.450000,1.518383,18.000000,0.01200000,-0.335543,11.400000,3.000000
1150.000,50.000,-180.000,3,2.350000,2.295774,-0.054226,1.450000,1.518533,18.000000,0.01200000,-0.335543,11.400000,3.000000
1200.000,50.000,-180.000,3,2.350000,2.287373,-0.062627,1.450000,1.531022,18.000000,0.01200000,-0.335543,11.400000,3.000000
0.000,100.000,-180.000,2,2.079999,2.183101,0.103101,1.849999,1.683274,11.999982,0.00700000,-2.945550,6.650000,2.000000
50.000,100.000,-180.000,2,2.079999,2.135513,0.055514,1.849999,1.753080,11.999979,0.00700000,-2.945552,6.649999,2.000000
100.000,100.000,-180.000,2,2.079999,2.124358,0.044359,1.849999,1.769540,11.999979,0.00700000,-2.945554,6.649998,2.000000
150.000,100.000,-180.000,2,2.079999,2.124083,0.044084,1.849998,1.769944,11.999980,0.00700000,-2.945555,6.649996,1.999999
200.000,100.000,-180.000,2,2.079999,2.124205,0.044207,1.849998,1.770124,11.999984,0.00700000,-2.945557,6.649994,1.999999
250.000,100.000,-180.000,2,2.080003,2.127135,0.047132,1.850006,1.775256,11.999880,0.00700041,-2.945518,6.650681,2.000018
300.000,100.000,-180.000,2,2.083490,2.180276,0.096786,1.856399,1.846468,11.906896,0.00734911,-2.911809,7.237668,2.016291
350.000,100.000,-180.000,2,2.211003,2.468261,0.257258,2.090173,2.188753,8.506553,0.02010040,-1.679182,28.702347,2.611351
400.000,100.000,-180.000,7,3.165980,2.789557,-0.376423,2.995960,2.538002,2.000000,0.03059892,7.552262,44.908180,8.007921
450.000,100.000,-180.000,2,2.093045,2.293601,0.200556,1.872617,1.954157,11.871693,0.00856462,-2.819439,9.283777,2.064347
500.000,100.000,-180.000,2,2.012362,2.080038,0.067676,1.692153,1.646910,19.519539,0.00700500,-3.599377,6.658402,1.774607
550.000,100.000,-180.000,2,1.930840,2.038386,0.107546,1.501957,1.542459,28.573583,0.00700013,-4.387419,6.650155,1.502800
600.000,100.000,-180.000,2,2.052180,2.119910,0.067730,1.785073,1.623845,15.092500,0.00700066,-3.214448,6.650786,1.907265
650.000,100.000,-180.000,3,2.349585,2.257278,-0.092307,1.448985,1.550100,18.050875,0.01200229,-0.339469,11.402739,2.998613
700.000,100.000,-180.000,3,2.350058,2.296060,-0.053998,1.450024,1.518079,18.004940,0.01200546,-0.334778,11.406535,3.000183
750.000,100.000,-180.000,3,2.350096,2.302352,-0.047744,1.450041,1.520943,18.007970,0.01200893,-0.334283,11.410684,3.000302
800.000,100.000,-180.000,3,2.350108,2.302475,-0.047632,1.450046,1.520921,18.008927,0.01201000,-0.334132,11.411967,3.000339
850.000,100.000,-180.000,3,2.350083,2.299733,-0.050350,1.450035,1.514764,18.006851,0.01200768,-0.334460,11.409184,3.000260
900.000,100.000,-180.000,3,2.350043,2.299423,-0.050621,1.450019,1.514342,18.003603,0.01200404,-0.334973,11.404830,3.000137
950.000,100.000,-180.000,3,2.350016,2.299127,-0.050889,1.450007,1.513990,18.001298,0.01200145,-0.335338,11.401740,3.000049
1000.000,100.000,-180.000,3,2.350004,2.299031,-0.050973,1.450002,1.513906,18.000320,0.01200036,-0.335492,11.400430,3.000012
1050.000,100.000,-180.000,3,2.350001,2.299007,-0.050994,1.450000,1.513905,18.000054,0.01200006,-0.335534,11.400073,3.000002
1100.000,100.000,-180.000,3,2.350000,2.298927,-0.051073,1.450000,1.513993,18.000006,0.01200001,-0.335542,11.400008,3.000000
1150.000,100.000,-180.000,3,2.350000,2.295870,-0.054130,1.450000,1.518401,18.000000,0.01200000,-0.335543,11.400001,3.000000
1200.000,100.000,-180.000,3,2.350000,2.266524,-0.083476,1.450000,1.561544,18.000000,0.01200000,-0.335543,11.400000,3.000000
0.000,150.000,-180.000,2,2.079997,2.156450,0.076453,1.849996,1.722199,11.999943,0.00700000,-2.945571,6.649995,1.999999
50.000,150.000,-180.000,2,2.079996,2.126952,0.046956,1.849995,1.765175,11.999945,0.00699999,-2.945582,6.649988,1.999998
100.000,150.000,-180.000,2,2.079995,2.123755,0.043760,1.849994,1.769469,11.999965,0.00699999,-2.945595,6.649974,1.999996
150.000,150.000,-180.000,2,2.079994,2.123579,0.043586,1.849993,1.769439,12.000004,0.00699998,-2.945611,6.649954,1.999993
200.000,150.000,-180.000,2,2.079993,2.123619,0.043626,1.849992,1.769536,12.000056,0.00699996,-2.945627,6.649931,1.999990
250.000,150.000,-180.000,2,2.079992,2.125204,0.045211,1.849992,1.772400,12.000086,0.00700002,-2.945631,6.650016,1.999991
300.000,150.000,-180.000,2,2.081026,2.151776,0.070750,1.851887,1.811802,11.972553,0.00710334,-2.935641,6.823951,2.004812
350.000,150.000,-180.000,2,2.157151,2.361942,0.204791,1.991449,2.067814,9.942572,0.01471574,-2.199764,19.638159,2.360059
400.000,150.000,-180.000,7,3.202983,2.814538,-0.388445,3.063804,2.569177,2.000000,0.03429906,7.909945,51.136741,8.180605
450.000,150.000,-180.000,2,2.115090,2.316583,0.201493,1.913658,1.993966,11.178477,0.01064468,-2.606341,12.785191,2.165570
500.000,150.000,-180.000,2,2.030469,2.097597,0.067129,1.734310,1.666162,17.523119,0.00702323,-3.424344,6.689017,1.835206
550.000,150.000,-180.000,2,1.925070,2.054385,0.129315,1.488473,1.510766,29.216927,0.00700126,-4.443153,6.651502,1.483567
600.000,150.000,-180.000,2,2.039226,2.117644,0.078418,1.754730,1.597987,16.543723,0.00700637,-3.339459,6.657622,1.864074
650.000,150.000,-180.000,3,2.349327,2.253006,-0.096322,1.447975,1.549131,18.121073,0.01202220,-0.341226,11.426552,2.997713
700.000,150.000,-180.000,3,2.350569,2.299934,-0.050634,1.450240,1.524645,18.047448,0.01205296,-0.328092,11.463352,3.001787
750.000,150.000,-180.000,3,2.350932,2.304939,-0.045993,1.450400,1.522679,18.077257,0.01208658,-0.323333,11.503566,3.002930
800.000,150.000,-180.000,3,2.351044,2.305391,-0.045653,1.450448,1.522883,18.086536,0.01209698,-0.321866,11.516005,3.003282
850.000,150.000,-180.000,3,2.350802,2.304587,-0.046215,1.450344,1.522196,18.066415,0.01207443,-0.325046,11.489031,3.002519
900.000,150.000,-180.000,3,2.350422,2.303346,-0.047075,1.450181,1.521279,18.034925,0.01203914,-0.330023,11.446818,3.001325
950.000,150.000,-180.000,3,2.350152,2.299762,-0.050390,1.450065,1.514479,18.012584,0.01201410,-0.333554,11.416869,3.000477
1000.000,150.000,-180.000,3,2.350037,2.299219,-0.050819,1.450016,1.513926,18.003107,0.01200348,-0.335052,11.404165,3.000118
1050.000,150.000,-180.000,3,2.350006,2.299022,-0.050984,1.450003,1.513942,18.000525,0.01200059,-0.335460,11.400704,3.000020
1100.000,150.000,-180.000,3,2.350001,2.298735,-0.051266,1.450000,1.514409,18.000061,0.01200007,-0.335533,11.400082,3.000002
1150.000,150.000,-180.000,3,2.350000,2.287611,-0.062389,1.450000,1.530884,18.000005,0.01200001,-0.335542,11.400006,3.000000
1200.000,150.000,-180.000,3,2.350000,2.240077,-0.109923,1.450000,1.600696,18.000000,0.01200000,-0.335543,11.400000,3.000000
0.000,200.000,-180.000,2,2.079992,2.143730,0.063738,1.849991,1.770587,11.999976,0.00699998,-2.945625,6.649952,1.999993
50.000,200.000,-180.000,2,2.079988,2.135302,0.055314,1.849986,1.783120,12.000113,0.00699994,-2.945684,6.649879,1.999983
100.000,200.000,-180.000,2,2.079980,2.134880,0.054900,1.849979,1.783085,12.000398,0.00699987,-2.945783,6.649746,1.999964
150.000,200.000,-180.000,2,2.079969,2.134647,0.054678,1.849970,1.782812,12.000836,0.00699977,-2.945920,6.649550,1.999937
200.000,200.000,-180.000,2,2.079958,2.134640,0.054682,1.849960,1.782838,12.001342,0.00699966,-2.946069,6.649330,1.999905
250.000,200.000,-180.000,2,2.079950,2.135656,0.055706,1.849953,1.784641,12.001742,0.00699958,-2.946179,6.649174,1.999882
300.000,200.000,-180.000,2,2.080211,2.155746,0.075535,1.850434,1.812400,11.994850,0.00702587,-2.943657,6.693424,2.001104
350.000,200.000,-180.000,2,2.119020,2.340695,0.221675,1.921577,2.036864,10.959931,0.01090610,-2.568494,13.225169,2.182193
400.000,200.000,-180.000,7,3.204701,2.826756,-0.377946,3.066982,2.584328,2.000000,0.03447333,7.926463,51.430016,8.188683
450.000,200.000,-180.000,2,2.152292,2.354185,0.201893,1.982217,2.040958,10.129147,0.01429821,-2.246787,18.935234,2.338304
500.000,200.000,-180.000,2,2.046062,2.127647,0.081586,1.770349,1.674599,15.849524,0.00709272,-3.273612,6.805586,1.888108
550.000,200.000,-180.000,3,2.196726,2.091243,-0.105484,1.092225,1.461473,35.044578,0.01200699,-1.816946,11.408358,2.489081
600.000,200.000,-180.000,2,2.023267,2.120349,0.097082,1.716898,1.564715,18.377603,0.00703550,-3.492654,6.692445,1.810822
650.000,200.000,-180.000,3,2.349530,2.236795,-0.112735,1.446368,1.575949,18.310439,0.01212365,-0.335523,11.547900,2.998181
700.000,200.000,-180.000,3,2.353172,2.299961,-0.053211,1.451350,1.535045,18.263786,0.01229502,-0.293987,11.752891,3.009969
750.000,200.000,-180.000,3,2.355194,2.313707,-0.041487,1.452226,1.527094,18.430351,0.01248229,-0.267529,11.976894,3.016324
800.000,200.000,-180.000,3,2.355818,2.315348,-0.040470,1.452493,1.527914,18.482038,0.01254022,-0.259359,12.046182,3.018284
850.000,200.000,-180.000,3,2.354465,2.312457,-0.042007,1.451914,1.526206,18.369952,0.01241460,-0.277073,11.895928,3.014033
900.000,200.000,-180.000,3,2.352348,2.307819,-0.044529,1.451006,1.523652,18.194543,0.01221802,-0.304796,11.660788,3.007379
950.000,200.000,-180.000,3,2.350846,2.301617,-0.049229,1.450363,1.515665,18.070095,0.01207856,-0.324464,11.493964,3.002659
1000.000,200.000,-180.000,3,2.350209,2.299610,-0.050599,1.450090,1.514560,18.017305,0.01201939,-0.332808,11.423198,3.000656
1050.000,200.000,-180.000,3,2.350035,2.296131,-0.053904,1.450015,1.518547,18.002927,0.01200328,-0.335080,11.403924,3.000111
1100.000,200.000,-180.000,3,2.350004,2.287660,-0.062344,1.450002,1.530957,18.000339,0.01200038,-0.335489,11.400455,3.000013
1150.000,200.000,-180.000,3,2.350000,2.245660,-0.104340,1.450000,1.592794,18.000027,0.01200003,-0.335539,11.400036,3.000001
1200.000,200.000,-180.000,2,2.080000,2.178234,0.098234,1.850000,1.692554,12.000001,0.00700000,-2.945543,6.650002,2.000000
0.000,250.000,-180.000,2,2.079976,2.135326,0.055350,1.849977,1.782788,12.000692,0.00699981,-2.945840,6.649637,1.999949
50.000,250.000,-180.000,2,2.079947,2.135052,0.055105,1.849950,1.783304,12.001917,0.00699953,-2.946219,6.649093,1.999872
100.000,250.000,-180.000,2,2.079895,2.135058,0.055164,1.849904,1.783488,12.004203,0.00699902,-2.946905,6.648091,1.999731
150.000,250.000,-180.000,2,2.079819,2.134836,0.055017,1.849838,1.783250,12.007580,0.00699827,-2.947902,6.646622,1.999524
200.000,250.000,-180.000,2,2.079734,2.134712,0.054978,1.849763,1.783158,12.011389,0.00699742,-2.949017,6.644971,1.999291
250.000,250.000,-180.000,2,2.079669,2.135233,0.055563,1.849707,1.784132,12.014328,0.00699677,-2.949869,6.643704,1.999112
300.000,250.000,-180.000,2,2.079711,2.150847,0.071136,1.849799,1.803908,12.013590,0.00700236,-2.949531,6.653064,1.999333
350.000,250.000,-180.000,2,2.096695,2.320055,0.223360,1.880900,2.003862,11.560014,0.00869723,-2.785209,9.506192,2.078516
400.000,250.000,-180.000,7,3.170261,2.803135,-0.367126,3.004029,2.556194,2.000000,0.03104680,7.592862,45.661501,8.028336
450.000,250.000,-180.000,2,2.205174,2.459624,0.254450,2.079459,2.170931,8.691520,0.01956203,-1.736012,27.795567,2.584847
500.000,250.000,-180.000,2,2.059841,2.147493,0.087652,1.801438,1.749148,14.506600,0.00731679,-3.140565,7.181589,1.937040
550.000,250.000,-180.000,2,1.935618,2.060534,0.124916,1.512697,1.534274,28.087099,0.00702238,-4.340526,6.676695,1.518709
600.000,250.000,-180.000,2,2.005119,2.077672,0.072553,1.672965,1.599445,20.556609,0.00711355,-3.665237,6.785726,1.750174
650.000,250.000,-180.000,2,2.080868,2.179571,0.098703,1.843913,1.656812,12.730008,0.00739577,-2.922549,7.123370,2.002086
700.000,250.000,-180.000,3,2.360156,2.291116,-0.069040,1.454327,1.571160,18.844105,0.01294433,-0.202506,12.529561,3.031917
750.000,250.000,-180.000,3,2.366625,2.330441,-0.036184,1.457125,1.540998,19.377526,0.01354377,-0.117836,13.246584,3.052250
800.000,250.000,-180.000,3,2.368622,2.342555,-0.026067,1.457981,1.549549,19.542965,0.01372918,-0.091685,13.468370,3.058526
850.000,250.000,-180.000,3,2.364292,2.329573,-0.034719,1.456125,1.534918,19.184185,0.01332710,-0.148387,12.987421,3.044917
900.000,250.000,-180.000,3,2.357516,2.317422,-0.040094,1.453221,1.528502,18.622715,0.01269787,-0.237125,12.234760,3.023620
950.000,250.000,-180.000,3,2.352708,2.307898,-0.044810,1.451161,1.524086,18.224369,0.01225145,-0.300082,11.700771,3.008511
1000.000,250.000,-180.000,3,2.350669,2.292568,-0.058101,1.450287,1.528178,18.055392,0.01206208,-0.326788,11.474253,3.002101
1050.000,250.000,-180.000,3,2.350113,2.267122,-0.082991,1.450048,1.562014,18.009370,0.01201050,-0.334062,11.412560,3.000355
1100.000,250.000,-180.000,3,2.350013,2.240210,-0.109804,1.450006,1.600918,18.001086,0.01200122,-0.335371,11.401456,3.000041
1150.000,250.000,-180.000,2,2.080001,2.177948,0.097947,1.850000,1.692195,12.000086,0.00700010,-2.945529,6.650116,2.000003
1200.000,250.000,-180.000,2,2.080000,2.136211,0.056211,1.850000,1.754326,12.000005,0.00700001,-2.945542,6.650006,2.000000
0.000,300.000,-180.000,2,2.079889,2.123943,0.044054,1.849901,1.770085,12.004782,0.00699892,-2.946996,6.647892,1.999703
50.000,300.000,-180.000,2,2.079726,2.123769,0.044043,1.849758,1.769975,12.012068,0.00699730,-2.949140,6.644727,1.999256
100.000,300.000,-180.000,2,2.079427,2.134644,0.055218,1.849496,1.783053,12.025492,0.00699431,-2.953077,6.638904,1.998435
150.000,300.000,-180.000,2,2.078988,2.134401,0.055413,1.849113,1.783014,12.045199,0.00698993,-2.958849,6.630360,1.997230
200.000,300.000,-180.000,2,2.078496,2.133811,0.055315,1.848682,1.782484,12.067348,0.00698501,-2.965330,6.620762,1.995877
250.000,300.000,-180.000,2,2.078118,2.133380,0.055262,1.848351,1.782195,12.084373,0.00698122,-2.970307,6.613388,1.994837
300.000,300.000,-180.000,2,2.078029,2.134729,0.056699,1.848284,1.783422,12.088599,0.00698131,-2.971514,6.613261,1.994612
350.000,300.000,-180.000,2,2.084606,2.264652,0.180046,1.860125,1.938278,11.909122,0.00761861,-2.907150,7.686651,2.024868
400.000,300.000,-180.000,7,3.112751,2.698743,-0.414008,2.899630,2.448598,2.000000,0.02539292,7.033153,36.141243,7.762021
450.000,300.000,-180.000,7,3.134946,2.705218,-0.429728,2.939775,2.454041,2.000000,0.02758269,7.249427,39.828435,7.864842
500.000,300.000,-180.000,2,2.074093,2.244443,0.170350,1.832106,1.883973,13.420791,0.00792679,-3.003948,8.206247,1.992896
550.000,300.000,-180.000,2,1.950372,2.059496,0.109124,1.546961,1.587203,26.477966,0.00704125,-4.197761,6.698888,1.567965
600.000,300.000,-180.000,2,1.985591,2.063470,0.077879,1.625529,1.603101,22.921818,0.00720836,-3.850691,6.898698,1.684918
650.000,300.000,-180.000,2,2.081738,2.160520,0.078782,1.839153,1.680981,13.326199,0.00772781,-2.901944,7.520400,2.004312
700.000,300.000,-180.000,3,2.368668,2.301897,-0.066771,1.457936,1.600197,19.553791,0.01373693,-0.090975,13.477591,3.058666
750.000,300.000,-180.000,3,2.380578,2.357210,-0.023368,1.463104,1.563322,20.533814,0.01483954,0.064889,14.796517,3.096104
800.000,300.000,-180.000,3,2.384252,2.366013,-0.018240,1.464679,1.561762,20.838079,0.01518059,0.112999,15.204476,3.107650
850.000,300.000,-180.000,3,2.376288,2.353763,-0.022525,1.461266,1.555155,20.178147,0.01444102,0.008704,14.319840,3.082619
900.000,300.000,-180.000,3,2.363824,2.327682,-0.036142,1.455924,1.534342,19.145397,0.01328363,-0.154517,12.935425,3.043446
950.000,300.000,-180.000,3,2.354981,2.301314,-0.053666,1.452135,1.543068,18.412697,0.01246250,-0.270318,11.953227,3.015654
1000.000,300.000,-180.000,3,2.351230,2.251752,-0.099477,1.450527,1.600833,18.101885,0.01211418,-0.319440,11.536579,3.003865
1050.000,300.000,-180.000,2,2.080208,2.184311,0.104103,1.850089,1.684473,12.017234,0.00701931,-2.942819,6.673103,2.000654
1100.000,300.000,-180.000,2,2.080024,2.157080,0.077056,1.850010,1.723022,12.001998,0.00700224,-2.945227,6.652678,2.000076
1150.000,300.000,-180.000,2,2.080002,2.133150,0.053148,1.850001,1.757993,12.000159,0.00700018,-2.945518,6.650213,2.000006
1200.000,300.000,-180.000,2,2.080000,2.124785,0.044785,1.850000,1.770185,12.000009,0.00700001,-2.945541,6.650012,2.000000
0.000,350.000,-180.000,2,2.079512,2.126309,0.046797,1.849573,1.776045,12.021887,0.00699513,-2.951964,6.640504,1.998661
50.000,350.000,-180.000,2,2.078781,2.122782,0.044001,1.848933,1.769107,12.054787,0.00698782,-2.961594,6.626245,1.996650
100.000,350.000,-180.000,2,2.077435,2.121560,0.044125,1.847755,1.767949,12.115314,0.00697437,-2.979306,6.600015,1.992951
150.000,350.000,-180.000,2,2.075462,2.119558,0.044096,1.846028,1.766083,12.204122,0.00695463,-3.005292,6.561530,1.987524
200.000,350.000,-180.000,2,2.073244,2.117338,0.044093,1.844088,1.764016,12.303901,0.00693246,-3.034487,6.518293,1.981426
250.000,350.000,-180.000,2,2.071541,2.115738,0.044197,1.842598,1.762655,12.380561,0.00691542,-3.056916,6.485074,1.976741
300.000,350.000,-180.000,2,2.071092,2.117261,0.046169,1.842207,1.765737,12.400795,0.00691109,-3.062830,6.476583,1.975510
350.000,350.000,-180.000,2,2.074153,2.166908,0.092755,1.846844,1.829861,12.300566,0.00712567,-3.029689,6.840502,1.987844
400.000,350.000,-180.000,2,2.179055,2.449316,0.270261,2.037236,2.164325,9.466366,0.01743485,-2.008597,24.199635,2.473530
450.000,350.000,-180.000,7,3.182735,2.792891,-0.389845,3.030176,2.543690,2.000000,0.03261144,7.701351,48.285827,8.093239
500.000,350.000,-180.000,2,2.092574,2.292616,0.200042,1.870348,1.949317,12.463761,0.00932787,-2.830575,10.560547,2.074257
550.000,350.000,-180.000,2,1.968522,2.067134,0.098612,1.590200,1.614591,24.428816,0.00704505,-4.024570,6.702354,1.628958
600.000,350.000,-180.000,2,1.965244,2.055717,0.090473,1.578172,1.585473,25.190991,0.00721778,-4.047814,6.908070,1.617215
650.000,350.000,-180.000,2,2.077796,2.147653,0.069856,1.829220,1.681072,13.845599,0.00776849,-2.938787,7.568477,1.991134
700.000,350.000,-180.000,3,2.369667,2.281455,-0.088212,1.458268,1.629971,19.648110,0.01383567,-0.077736,13.595544,3.061805
750.000,350.000,-180.000,3,2.382316,2.351574,-0.030741,1.463847,1.577106,20.678361,0.01500125,0.087640,14.989911,3.101566
800.000,350.000,-180.000,3,2.386203,2.368435,-0.017767,1.465515,1.563663,20.999789,0.01536177,0.138539,15.421182,3.113780
850.000,350.000,-180.000,3,2.377785,2.355612,-0.022173,1.461908,1.556708,20.302231,0.01458008,0.028312,14.486167,3.087325
900.000,350.000,-180.000,3,2.364611,2.317905,-0.046706,1.456262,1.551286,19.210646,0.01335676,-0.144206,13.022890,3.045921
950.000,350.000,-180.000,3,2.355265,2.259757,-0.095508,1.452256,1.605374,18.436206,0.01248885,-0.266602,11.984742,3.016546
1000.000,350.000,-180.000,2,2.081300,2.184275,0.102976,1.850557,1.700614,12.107689,0.00712069,-2.928523,6.794359,2.004085
1050.000,350.000,-180.000,2,2.080220,2.136880,0.056660,1.850094,1.754504,12.018216,0.00702041,-2.942664,6.674419,2.000691
1100.000,350.000,-180.000,2,2.080025,2.127792,0.047766,1.850011,1.766273,12.002111,0.00700237,-2.945209,6.652830,2.000080
1150.000,350.000,-180.000,2,2.080002,2.124776,0.044774,1.850001,1.770558,12.000168,0.00700019,-2.945516,6.650225,2.000006
1200.000,350.000,-180.000,2,2.080000,2.124525,0.044525,1.850000,1.770825,12.000009,0.00700001,-2.945541,6.650012,2.000000
0.000,400.000,-180.000,2,2.078300,2.125467,0.047166,1.848513,1.775534,12.076479,0.00698300,-2.967923,6.616857,1.995326
50.000,400.000,-180.000,2,2.075748,2.120112,0.044364,1.846279,1.766738,12.191330,0.00695748,-3.001528,6.567088,1.988307
100.000,400.000,-180.000,2,2.071053,2.115605,0.044552,1.842171,1.762235,12.402605,0.00691053,-3.063346,6.475535,1.975396
150.000,400.000,-180.000,2,2.064164,2.109447,0.045283,1.836144,1.756374,12.712583,0.00684165,-3.154044,6.341211,1.956453
200.000,400.000,-180.000,2,2.056425,2.102881,0.046456,1.829372,1.750173,13.060848,0.00676425,-3.255943,6.190296,1.935170
250.000,400.000,-180.000,2,2.050479,2.097995,0.047516,1.824169,1.745668,13.328411,0.00670480,-3.334230,6.074353,1.918819
300.000,400.000,-180.000,2,2.048907,2.097785,0.048878,1.822794,1.746405,13.399175,0.00668909,-3.354934,6.043727,1.914495
350.000,400.000,-180.000,2,2.053019,2.123993,0.070974,1.826934,1.782653,13.224506,0.00678110,-3.302772,6.208062,1.926887
400.000,400.000,-180.000,2,2.117171,2.331906,0.214735,1.937819,2.032848,11.385125,0.01256458,-2.658068,15.962296,2.212809
450.000,400.000,-180.000,7,3.195698,2.803444,-0.392254,3.062759,2.558582,2.000000,0.03473027,7.794517,51.828146,8.171280
500.000,400.000,-180.000,2,2.119002,2.315016,0.196013,1.925366,1.992099,11.525151,0.01202759,-2.592130,15.093281,2.201850
550.000,400.000,-180.000,2,1.987045,2.077940,0.090896,1.636729,1.641740,22.221869,0.00704038,-3.853665,6.697088,1.692437
600.000,400.000,-180.000,2,1.945723,2.043923,0.098200,1.535570,1.572676,27.125877,0.00712302,-4.242526,6.788697,1.552789
650.000,400.000,-180.000,2,2.067766,2.114352,0.046586,1.812379,1.694334,14.312397,0.00746385,-3.047784,7.202186,1.958465
700.000,400.000,-180.000,2,2.091736,2.199746,0.108010,1.854645,1.700469,13.019185,0.00811417,-2.791249,7.982014,2.036886
750.000,400.000,-180.000,3,2.369611,2.290525,-0.079085,1.458395,1.628921,19.627541,0.01382270,-0.078739,13.580077,3.061641
800.000,400.000,-180.000,3,2.371985,2.336414,-0.035571,1.459421,1.569777,19.822129,0.01404181,-0.047641,13.842288,3.069098
850.000,400.000,-180.000,3,2.366875,2.322064,-0.044812,1.457232,1.554270,19.398332,0.01356706,-0.114554,13.274440,3.053037
900.000,400.000,-180.000,3,2.358874,2.266347,-0.092527,1.453803,1.608547,18.735315,0.01282406,-0.219331,12.385697,3.027891
950.000,400.000,-180.000,2,2.083198,2.188303,0.105105,1.851370,1.702853,12.264939,0.00729692,-2.903670,7.005158,2.010049
1000.000,400.000,-180.000,2,2.080789,2.141050,0.060260,1.850338,1.762118,12.065407,0.00707330,-2.935205,6.737683,2.002481
1050.000,400.000,-180.000,2,2.080134,2.125531,0.045397,1.850057,1.770955,12.011064,0.00701240,-2.943794,6.664834,2.000420
1100.000,400.000,-180.000,2,2.080015,2.124750,0.044734,1.850007,1.770815,12.001282,0.00700144,-2.945340,6.651720,2.000049
1150.000,400.000,-180.000,2,2.080001,2.124585,0.044584,1.850001,1.770814,12.000102,0.00700011,-2.945527,6.650137,2.000004
1200.000,400.000,-180.000,2,2.080000,2.124328,0.044328,1.850000,1.770785,12.000006,0.00700001,-2.945542,6.650007,2.000000
0.000,450.000,-180.000,2,2.075403,2.122884,0.047480,1.845978,1.772948,12.206845,0.00695403,-3.006064,6.560367,1.987359
50.000,450.000,-180.000,2,2.068501,2.113886,0.045385,1.839938,1.760823,12.517456,0.00688501,-3.096947,6.425769,1.968378
100.000,450.000,-180.000,2,2.055804,2.103194,0.047390,1.828828,1.750430,13.088841,0.00675804,-3.264130,6.178169,1.933460
