x,y,z,density_true,density_inverted,density_residual,resistivity_log10_true,resistivity_log10_inverted,chargeability_mrad,magnetic_susceptibility,gravity_proxy_mgal,magnetic_proxy_nt
450.000000,0.000000,0.000000,0.000645,0.010250,0.009605,2.149517,2.198210,8.008685,0.002072,0.011616,0.280064
450.000000,50.000000,-500.000000,0.000114,0.005454,0.005340,2.149926,2.195391,8.001874,0.002007,0.001137,0.271263
450.000000,50.000000,-450.000000,0.000549,0.006159,0.005610,2.149645,2.195110,8.009045,0.002036,0.005822,0.275070
450.000000,50.000000,-400.000000,0.001947,0.007765,0.005818,2.148740,2.194205,8.032064,0.002126,0.021889,0.287294
450.000000,50.000000,-350.000000,0.005075,0.010976,0.005901,2.146715,2.192180,8.083555,0.002329,0.060521,0.314731
450.000000,50.000000,-300.000000,0.009823,0.015681,0.005859,2.143621,2.189086,8.161103,0.002646,0.124227,0.357611
450.000000,50.000000,-250.000000,0.014754,0.020487,0.005733,2.140257,2.185722,8.237141,0.003047,0.197895,0.411793
450.000000,50.000000,-200.000000,0.018965,0.024378,0.005414,2.136885,2.182349,8.287175,0.003625,0.269797,0.489917
450.000000,50.000000,-150.000000,0.021217,0.026309,0.005092,2.134460,2.179925,8.295384,0.004228,0.320120,0.571318
450.000000,50.000000,-100.000000,0.017262,0.023055,0.005793,2.136888,2.182353,8.226360,0.004033,0.276232,0.545046
450.000000,50.000000,-50.000000,0.008491,0.016007,0.007517,2.143467,2.188931,8.108824,0.003040,0.144101,0.410796
450.000000,50.000000,0.000000,0.002349,0.011318,0.008969,2.148202,2.193667,8.030392,0.002283,0.042276,0.308522
450.000000,100.000000,-500.000000,0.000274,0.004978,0.004704,2.149823,2.190247,8.004520,0.002018,0.002742,0.272667
450.000000,100.000000,-450.000000,0.001324,0.006211,0.004887,2.149143,2.189568,8.021811,0.002086,0.014036,0.281846
450.000000,100.000000,-400.000000,0.004694,0.009589,0.004895,2.146963,2.187387,8.077316,0.002304,0.052777,0.311322
450.000000,100.000000,-350.000000,0.012243,0.016815,0.004573,2.142074,2.182499,8.201529,0.002794,0.145990,0.377585
450.000000,100.000000,-300.000000,0.023780,0.027682,0.003903,2.134542,2.174967,8.389539,0.003572,0.300743,0.482754
450.000000,100.000000,-250.000000,0.036401,0.039285,0.002884,2.125831,2.166256,8.581195,0.004646,0.488260,0.627783
450.000000,100.000000,-200.000000,0.049287,0.050287,0.001000,2.115464,2.155889,8.732879,0.006437,0.701163,0.869850
450.000000,100.000000,-150.000000,0.058799,0.057630,-0.001169,2.106277,2.146702,8.799057,0.008483,0.887159,1.146355
450.000000,100.000000,-100.000000,0.049813,0.049546,-0.000268,2.111684,2.152108,8.638874,0.008094,0.797120,1.093813
450.000000,100.000000,-50.000000,0.024857,0.028709,0.003852,2.130659,2.171084,8.312216,0.005145,0.421865,0.695287
450.000000,100.000000,0.000000,0.006835,0.014003,0.007169,2.144707,2.185132,8.086597,0.002853,0.123028,0.385540
450.000000,150.000000,-500.000000,0.000582,0.004274,0.003693,2.149624,2.183397,8.009595,0.002038,0.005816,0.275359
450.000000,150.000000,-450.000000,0.002809,0.006532,0.003723,2.148182,2.181955,8.046297,0.002182,0.029783,0.294840
450.000000,150.000000,-400.000000,0.009962,0.013321,0.003360,2.143554,2.177327,8.164106,0.002645,0.112004,0.357401
450.000000,150.000000,-350.000000,0.025987,0.028260,0.002273,2.133175,2.166949,8.427789,0.003686,0.309887,0.498119
450.000000,150.000000,-300.000000,0.050543,0.050957,0.000414,2.117131,2.150904,8.827621,0.005348,0.639225,0.722713
450.000000,150.000000,-250.000000,0.077898,0.075599,-0.002300,2.098180,2.131953,9.240838,0.007708,1.044881,1.041674
450.000000,150.000000,-200.000000,0.107366,0.100208,-0.007158,2.074444,2.108217,9.586832,0.011818,1.527397,1.597060
450.000000,150.000000,-150.000000,0.130718,0.117880,-0.012838,2.052357,2.086130,9.763237,0.016621,1.972275,2.246106
450.000000,150.000000,-100.000000,0.112073,0.100540,-0.011533,2.063482,2.097255,9.428101,0.015858,1.793409,2.142962
450.000000,150.000000,-50.000000,0.056155,0.053342,-0.002813,2.106171,2.139944,8.701269,0.009170,0.953045,1.239130
450.000000,150.000000,0.000000,0.015415,0.019501,0.004086,2.138023,2.171796,8.194117,0.003943,0.277466,0.532775
450.000000,200.000000,-500.000000,0.001086,0.003464,0.002379,2.149298,2.175073,8.017942,0.002070,0.010850,0.279775
450.000000,200.000000,-450.000000,0.005246,0.007423,0.002177,2.146606,2.172381,8.086524,0.002340,0.055611,0.316168
450.000000,200.000000,-400.000000,0.018606,0.019832,0.001226,2.137961,2.163736,8.306636,0.003204,0.209194,0.433037
450.000000,200.000000,-350.000000,0.048534,0.047444,-0.001090,2.118580,2.144355,8.799164,0.005149,0.578751,0.695741
450.000000,200.000000,-300.000000,0.094249,0.089409,-0.004840,2.088738,2.114513,9.544321,0.008230,1.191979,1.112164
450.000000,200.000000,-250.000000,0.144053,0.134058,-0.009995,2.054398,2.080173,10.301489,0.012450,1.932235,1.682442
450.000000,200.000000,-200.000000,0.194242,0.175714,-0.018528,2.014032,2.039807,10.892589,0.019421,2.763304,2.624417
450.000000,200.000000,-150.000000,0.230602,0.202423,-0.028179,1.978715,2.004491,11.139534,0.027337,3.479323,3.694112
450.000000,200.000000,-100.000000,0.194791,0.168846,-0.025944,2.000300,2.026075,10.502284,0.025768,3.117074,3.482181
450.000000,200.000000,-50.000000,0.097102,0.085814,-0.011288,2.074505,2.100280,9.221416,0.014259,1.647995,1.926860
450.000000,200.000000,0.000000,0.026711,0.026846,0.000134,2.129331,2.155106,8.338943,0.005326,0.480806,0.719673
450.000000,250.000000,-500.000000,0.001779,0.002639,0.000860,2.148850,2.165599,8.029570,0.002116,0.017779,0.285888
450.000000,250.000000,-450.000000,0.008614,0.008969,0.000355,2.144427,2.161177,8.142419,0.002558,0.091318,0.345722
450.000000,250.000000,-400.000000,0.030576,0.029184,-0.001392,2.130217,2.146966,8.504461,0.003980,0.343781,0.537876
450.000000,250.000000,-350.000000,0.079750,0.074362,-0.005388,2.098379,2.115128,9.314080,0.007172,0.950995,0.969159
450.000000,250.000000,-300.000000,0.154311,0.142662,-0.011649,2.049809,2.066559,10.532511,0.012150,1.951589,1.641846
450.000000,250.000000,-250.000000,0.231235,0.211797,-0.019438,1.997411,2.014160,11.721026,0.018365,3.101645,2.481742
450.000000,250.000000,-200.000000,0.295181,0.264860,-0.030321,1.946240,1.962989,12.481682,0.027123,4.199273,3.665287
450.000000,250.000000,-150.000000,0.327193,0.285810,-0.041383,1.910893,1.927642,12.571924,0.036099,4.936698,4.878211
450.000000,250.000000,-100.000000,0.264565,0.227279,-0.037286,1.949446,1.966196,11.481385,0.032976,4.233619,4.456160
450.000000,250.000000,-50.000000,0.129835,0.111666,-0.018169,2.050271,2.067021,9.669456,0.017818,2.203525,2.407834
450.000000,250.000000,0.000000,0.035949,0.032300,-0.003648,2.122538,2.139287,8.466739,0.006309,0.647074,0.852498
450.000000,300.000000,-500.000000,0.002552,0.001811,-0.000741,2.148351,2.155407,8.043036,0.002167,0.025506,0.292828
450.000000,300.000000,-450.000000,0.012424,0.010842,-0.001582,2.141965,2.149021,8.206620,0.002808,0.131706,0.379391
450.000000,300.000000,-400.000000,0.044186,0.039958,-0.004228,2.121415,2.128471,8.730965,0.004865,0.496806,0.657453
450.000000,300.000000,-350.000000,0.115287,0.105161,-0.010126,2.075393,2.082449,9.902493,0.009476,1.374756,1.280526
450.000000,300.000000,-300.000000,0.222196,0.203058,-0.019138,2.005921,2.012977,11.654777,0.016534,2.810141,2.234283
450.000000,300.000000,-250.000000,0.325345,0.296283,-0.029062,1.936784,1.943840,13.281720,0.024336,4.363982,3.288587
450.000000,300.000000,-200.000000,0.387263,0.347871,-0.039392,1.887790,1.894846,14.033984,0.032553,5.509238,4.398967
450.000000,300.000000,-150.000000,0.387794,0.340560,-0.047234,1.874105,1.881161,13.643489,0.038879,5.851045,5.253896
450.000000,300.000000,-100.000000,0.290983,0.250631,-0.040351,1.934951,1.942007,11.994525,0.033461,4.656357,4.521689
450.000000,300.000000,-50.000000,0.138707,0.118079,-0.020628,2.045921,2.052977,9.857264,0.017737,2.354097,2.396823
450.000000,300.000000,0.000000,0.038877,0.032522,-0.006356,2.121015,2.128071,8.526125,0.006323,0.699789,0.854430
450.000000,350.000000,-500.000000,0.003182,0.000896,-0.002287,2.147947,2.145028,8.055530,0.002212,0.031809,0.298858
450.000000,350.000000,-450.000000,0.015694,0.012267,-0.003427,2.139857,2.136939,8.264650,0.003027,0.166375,0.409008
450.000000,350.000000,-400.000000,0.056082,0.049213,-0.006869,2.113731,2.110812,8.933601,0.005647,0.630554,0.763101
450.000000,350.000000,-350.000000,0.146551,0.132101,-0.014450,2.055187,2.052268,10.426371,0.011512,1.747564,1.555660
450.000000,350.000000,-300.000000,0.281713,0.255882,-0.025831,1.967532,1.964614,12.647487,0.020353,3.562862,2.750362
450.000000,350.000000,-250.000000,0.404738,0.367696,-0.037042,1.886323,1.883404,14.624132,0.029066,5.428910,3.927742
450.000000,350.000000,-200.000000,0.452166,0.407584,-0.044582,1.849650,1.846731,15.223407,0.034948,6.432559,4.722698
450.000000,350.000000,-150.000000,0.405784,0.359662,-0.046122,1.870725,1.867806,14.189356,0.036154,6.122474,4.885701
450.000000,350.000000,-100.000000,0.276134,0.239814,-0.036320,1.953409,1.950490,12.015498,0.028328,4.418744,3.828081
450.000000,350.000000,-50.000000,0.126093,0.106787,-0.019306,2.058820,2.055901,9.791393,0.014687,2.140007,1.984699
450.000000,350.000000,0.000000,0.035999,0.028006,-0.007993,2.124143,2.121224,8.516673,0.005540,0.647986,0.748599
450.000000,400.000000,-500.000000,0.003396,-0.000241,-0.003637,2.147819,2.135042,8.064022,0.002234,0.033941,0.301945
450.000000,400.000000,-450.000000,0.017260,0.012303,-0.004956,2.138864,2.126087,8.300279,0.003146,0.182970,0.425110
450.000000,400.000000,-400.000000,0.062350,0.053496,-0.008854,2.109707,2.096930,9.052680,0.006081,0.701029,0.821781
450.000000,400.000000,-350.000000,0.163610,0.146213,-0.017397,2.044196,2.031419,10.728244,0.012650,1.950989,1.709510
450.000000,400.000000,-300.000000,0.314438,0.284340,-0.030098,1.946508,1.933731,13.211716,0.022460,3.976738,3.035091
450.000000,400.000000,-250.000000,0.446637,0.404944,-0.041693,1.860171,1.847394,15.360787,0.031377,5.990918,4.240060
450.000000,400.000000,-200.000000,0.478031,0.431772,-0.046258,1.836900,1.824123,15.780975,0.034778,6.800506,4.699707
450.000000,400.000000,-150.000000,0.393332,0.351210,-0.042122,1.887295,1.874518,14.245564,0.031353,5.934601,4.236819
450.000000,400.000000,-100.000000,0.243628,0.213194,-0.030435,1.983558,1.970781,11.755542,0.021933,3.898586,2.963874
450.000000,400.000000,-50.000000,0.106072,0.089039,-0.017034,2.076653,2.063876,9.608510,0.011093,1.800226,1.499063
450.000000,400.000000,0.000000,0.030926,0.021769,-0.009157,2.128730,2.115953,8.472417,0.004597,0.556660,0.621236
450.000000,450.000000,-500.000000,0.002987,-0.001682,-0.004669,2.148103,2.125977,8.066871,0.002225,0.029853,0.300719
450.000000,450.000000,-450.000000,0.016317,0.010329,-0.005988,2.139512,2.117386,8.303710,0.003119,0.172979,0.421518
450.000000,450.000000,-400.000000,0.060395,0.050550,-0.009846,2.111033,2.088907,9.050971,0.006010,0.679051,0.812157
450.000000,450.000000,-350.000000,0.159992,0.141691,-0.018300,2.046621,2.024495,10.708642,0.012487,1.907844,1.687408
450.000000,450.000000,-300.000000,0.308454,0.277615,-0.030839,1.950531,1.928405,13.157558,0.022118,3.901060,2.988957
450.000000,450.000000,-250.000000,0.436314,0.394442,-0.041872,1.867493,1.845367,15.244469,0.030507,5.852459,4.122512
450.000000,450.000000,-200.000000,0.456972,0.412407,-0.044565,1.853025,1.830899,15.532976,0.032308,6.500919,4.365893
450.000000,450.000000,-150.000000,0.357700,0.319994,-0.037706,1.915633,1.893507,13.830213,0.026596,5.396985,3.593983
450.000000,450.000000,-100.000000,0.208032,0.182124,-0.025908,2.012234,1.990108,11.344148,0.016986,3.328970,2.295331
450.000000,450.000000,-50.000000,0.087368,0.071845,-0.015524,2.091774,2.069648,9.392986,0.008466,1.482792,1.144010
450.000000,450.000000,0.000000,0.025890,0.015728,-0.010161,2.132796,2.110670,8.414313,0.003893,0.466014,0.526041
450.000000,500.000000,-500.000000,0.001950,-0.003347,-0.005297,2.148803,2.118210,8.064575,0.002185,0.019490,0.295278
450.000000,500.000000,-450.000000,0.012904,0.006469,-0.006435,2.141779,2.111186,8.276723,0.002951,0.136797,0.398842
450.000000,500.000000,-400.000000,0.050435,0.040671,-0.009764,2.117572,2.086979,8.933927,0.005451,0.567062,0.736589
450.000000,500.000000,-350.000000,0.136353,0.119242,-0.017111,2.062041,2.031448,10.380841,0.011068,1.625961,1.495691
450.000000,500.000000,-300.000000,0.265085,0.237033,-0.028052,1.978752,1.948159,12.509481,0.019418,3.352559,2.624029
450.000000,500.000000,-250.000000,0.375588,0.337984,-0.037604,1.907136,1.876543,14.307947,0.026569,5.037917,3.590337
450.000000,500.000000,-200.000000,0.390529,0.351068,-0.039461,1.897113,1.866520,14.508803,0.027601,5.555702,3.729895
450.000000,500.000000,-150.000000,0.299401,0.266714,-0.032688,1.955582,1.924990,12.957912,0.021835,4.517376,2.950722
450.000000,500.000000,-100.000000,0.169106,0.146626,-0.022480,2.039781,2.009188,10.783406,0.013383,2.706061,1.808465
450.000000,500.000000,-50.000000,0.069745,0.055184,-0.014561,2.104437,2.073844,9.144087,0.006742,1.183689,0.911089
450.000000,500.000000,0.000000,0.020840,0.009998,-0.010842,2.136400,2.105807,8.342361,0.003410,0.375117,0.460858
450.000000,550.000000,-500.000000,0.000537,-0.004953,-0.005490,2.149753,2.111913,8.058946,0.002126,0.005369,0.287252
450.000000,550.000000,-450.000000,0.007984,0.001659,-0.006326,2.145032,2.107192,8.230574,0.002696,0.084641,0.364378
450.000000,550.000000,-400.000000,0.035548,0.026733,-0.008814,2.127317,2.089477,8.744829,0.004589,0.399677,0.620173
450.000000,550.000000,-350.000000,0.100339,0.085930,-0.014409,2.085491,2.047651,9.861076,0.008871,1.196508,1.198756
450.000000,550.000000,-300.000000,0.198536,0.175690,-0.022845,2.021977,1.984137,11.491708,0.015250,2.510909,2.060770
450.000000,550.000000,-250.000000,0.283391,0.253096,-0.030295,1.966997,1.929156,12.859020,0.020693,3.801235,2.796354
450.000000,550.000000,-200.000000,0.294966,0.263158,-0.031808,1.959338,1.921498,12.991190,0.021365,4.196209,2.887121
450.000000,550.000000,-150.000000,0.224950,0.198308,-0.026642,2.004445,1.966605,11.777803,0.016768,3.394056,2.265970
450.000000,550.000000,-100.000000,0.125871,0.106835,-0.019036,2.068462,2.030622,10.104252,0.010287,2.014202,1.390189
450.000000,550.000000,-50.000000,0.051591,0.038180,-0.013411,2.116557,2.078717,8.860736,0.005404,0.875585,0.730332
450.000000,550.000000,0.000000,0.015460,0.004522,-0.010938,2.139981,2.102141,8.258140,0.003019,0.278289,0.407984
450.000000,600.000000,-500.000000,-0.000819,-0.006088,-0.005268,2.150660,2.107081,8.051506,0.002065,-0.008190,0.279045
450.000000,600.000000,-450.000000,0.003041,-0.002735,-0.005776,2.148289,2.104711,8.178626,0.002430,0.032237,0.328382
450.000000,600.000000,-400.000000,0.020181,0.012815,-0.007367,2.137355,2.093776,8.539137,0.003681,0.226908,0.497435
450.000000,600.000000,-350.000000,0.062655,0.051564,-0.011090,2.110000,2.066421,9.302394,0.006545,0.747133,0.884442
450.000000,600.000000,-300.000000,0.128461,0.111616,-0.016845,2.067453,2.023875,10.403548,0.010834,1.624661,1.464108
450.000000,600.000000,-250.000000,0.186261,0.164191,-0.022070,2.029974,1.986395,11.316746,0.014505,2.498395,1.960145
450.000000,600.000000,-200.000000,0.195226,0.171859,-0.023367,2.024018,1.980439,11.390418,0.014955,2.777299,2.020946
450.000000,600.000000,-150.000000,0.149185,0.129023,-0.020162,2.053647,2.010069,10.556818,0.011846,2.250901,1.600736
450.000000,600.000000,-100.000000,0.083404,0.068094,-0.015309,2.096103,2.052524,9.419710,0.007493,1.334640,1.012502
450.000000,600.000000,-50.000000,0.034147,0.022359,-0.011789,2.127927,2.084349,8.579739,0.004248,0.579541,0.573993
450.000000,600.000000,0.000000,0.010239,-0.000113,-0.010353,2.143382,2.099803,8.173994,0.002674,0.184307,0.361351
450.000000,650.000000,-500.000000,-0.001708,-0.006392,-0.004684,2.151247,2.103667,8.042758,0.002018,-0.017077,0.272717
450.000000,650.000000,-450.000000,-0.000615,-0.005539,-0.004924,2.150679,2.103098,8.130062,0.002215,-0.006523,0.299270
450.000000,650.000000,-400.000000,0.008074,0.002300,-0.005775,2.145227,2.097647,8.358469,0.002932,0.090780,0.396166
450.000000,650.000000,-350.000000,0.032052,0.024120,-0.007932,2.129850,2.082270,8.822882,0.004609,0.382212,0.622870
450.000000,650.000000,-300.000000,0.070734,0.059318,-0.011416,2.104859,2.057279,9.478851,0.007146,0.894580,0.965728
450.000000,650.000000,-250.000000,0.105719,0.090986,-0.014733,2.082137,2.034557,10.012805,0.009334,1.418045,1.261285
450.000000,650.000000,-200.000000,0.112397,0.096585,-0.015812,2.077654,2.030073,10.042350,0.009620,1.598974,1.300010
450.000000,650.000000,-150.000000,0.086482,0.072250,-0.014232,2.094258,2.046678,9.533748,0.007796,1.304839,1.053442
450.000000,650.000000,-100.000000,0.048493,0.036859,-0.011634,2.118722,2.071141,8.849576,0.005231,0.775995,0.706941
450.000000,650.000000,-50.000000,0.019873,0.010094,-0.009779,2.137178,2.089598,8.346567,0.003322,0.337276,0.448851
450.000000,650.000000,0.000000,0.005957,-0.003168,-0.009126,2.146157,2.098577,8.104053,0.002396,0.107234,0.323840
450.000000,700.000000,-500.000000,-0.001950,-0.005744,-0.003795,2.151391,2.101707,8.032892,0.001992,-0.019487,0.269163
450.000000,700.000000,-450.000000,-0.002414,-0.006281,-0.003867,2.151819,2.102134,8.088788,0.002077,-0.025586,0.280688
450.000000,700.000000,-400.000000,0.000847,-0.003384,-0.004232,2.149865,2.100181,8.220695,0.002430,0.009529,0.328380
450.000000,700.000000,-350.000000,0.012322,0.007007,-0.005314,2.142568,2.092883,8.473386,0.003288,0.146934,0.444334
450.000000,700.000000,-300.000000,0.032224,0.025028,-0.007195,2.129725,2.080040,8.818472,0.004607,0.407535,0.622594
450.000000,700.000000,-250.000000,0.051108,0.041992,-0.009116,2.117428,2.067744,9.090764,0.005759,0.685532,0.778219
450.000000,700.000000,-200.000000,0.055791,0.045839,-0.009952,2.114250,2.064566,9.094151,0.005928,0.793690,0.801087
450.000000,700.000000,-150.000000,0.043485,0.034077,-0.009408,2.122063,2.072378,8.816540,0.004996,0.656109,0.675117
450.000000,700.000000,-100.000000,0.024536,0.016241,-0.008295,2.134217,2.084532,8.450821,0.003672,0.392629,0.496277
450.000000,700.000000,-50.000000,0.010078,0.002554,-0.007524,2.143514,2.093830,8.183672,0.002684,0.171039,0.362733
450.000000,700.000000,0.000000,0.003019,-0.004331,-0.007350,2.148057,2.098373,8.055169,0.002205,0.054340,0.298003
450.000000,750.000000,-500.000000,-0.001660,-0.004314,-0.002654,2.151174,2.101366,8.022755,0.001983,-0.016595,0.268038
450.000000,750.000000,-450.000000,-0.002621,-0.005266,-0.002646,2.151894,2.102086,8.055903,0.002010,-0.027784,0.271648
450.000000,750.000000,-400.000000,-0.002043,-0.004795,-0.002752,2.151641,2.101832,8.125688,0.002157,-0.022971,0.291480
450.000000,750.000000,-350.000000,0.002478,-0.000736,-0.003214,2.148814,2.099005,8.249242,0.002539,0.029544,0.343050
450.000000,750.000000,-300.000000,0.011415,0.007296,-0.004119,2.143057,2.093249,8.409773,0.003141,0.144366,0.424466
450.000000,750.000000,-250.000000,0.020544,0.015410,-0.005134,2.137090,2.087282,8.530277,0.003678,0.275568,0.496969
450.000000,750.000000,-200.000000,0.023563,0.017853,-0.005710,2.135024,2.085215,8.523154,0.003770,0.335205,0.509424
450.000000,750.000000,-150.000000,0.018792,0.013134,-0.005658,2.137995,2.088187,8.386831,0.003356,0.283535,0.453547
450.000000,750.000000,-100.000000,0.010719,0.005403,-0.005317,2.143136,2.093328,8.212550,0.002759,0.171533,0.372827
450.000000,750.000000,-50.000000,0.004420,-0.000678,-0.005098,2.147167,2.097359,8.086438,0.002311,0.075022,0.312264
450.000000,750.000000,0.000000,0.001322,-0.003811,-0.005133,2.149153,2.099344,8.025979,0.002093,0.023803,0.282861
450.000000,800.000000,-500.000000,-0.001132,-0.002449,-0.001317,2.150798,2.102851,8.013810,0.001986,-0.011317,0.268328
450.000000,800.000000,-450.000000,-0.001971,-0.003242,-0.001271,2.151404,2.103458,8.031718,0.001989,-0.020898,0.268773
450.000000,800.000000,-400.000000,-0.002292,-0.003551,-0.001258,2.151690,2.103744,8.065478,0.002039,-0.025774,0.275542
450.000000,800.000000,-350.000000,-0.000916,-0.002321,-0.001404,2.150863,2.102917,8.119949,0.002186,-0.010929,0.295373
450.000000,800.000000,-300.000000,0.002574,0.000800,-0.001775,2.148622,2.100676,8.186077,0.002427,0.032556,0.328013
450.000000,800.000000,-250.000000,0.006540,0.004296,-0.002243,2.146017,2.098071,8.232048,0.002649,0.087722,0.357945
450.000000,800.000000,-200.000000,0.008283,0.005714,-0.002569,2.144815,2.096869,8.223938,0.002695,0.117839,0.364158
450.000000,800.000000,-150.000000,0.006886,0.004243,-0.002643,2.145645,2.097698,8.163508,0.002536,0.103896,0.342764
450.000000,800.000000,-100.000000,0.004002,0.001421,-0.002582,2.147457,2.099511,8.089245,0.002301,0.064048,0.310986
450.000000,800.000000,-50.000000,0.001662,-0.000886,-0.002548,2.148942,2.100996,8.036201,0.002124,0.028202,0.286964
450.000000,800.000000,0.000000,0.000496,-0.002106,-0.002603,2.149684,2.101738,8.010889,0.002037,0.008928,0.275272
450.000000,850.000000,-500.000000,-0.000634,-0.000493,0.000141,2.150446,2.106273,8.007229,0.001991,-0.006341,0.269057
450.000000,850.000000,-450.000000,-0.001159,-0.000939,0.000221,2.150820,2.106647,8.015865,0.001988,-0.012289,0.268705
450.000000,850.000000,-400.000000,-0.001552,-0.001255,0.000297,2.151117,2.106944,8.030664,0.002002,-0.017449,0.270487
450.000000,850.000000,-350.000000,-0.001289,-0.000977,0.000312,2.150981,2.106809,8.052317,0.002050,-0.015372,0.277034
450.000000,850.000000,-300.000000,-0.000108,0.000119,0.000228,2.150227,2.106054,8.076466,0.002135,-0.001372,0.288511
450.000000,850.000000,-250.000000,0.001441,0.001525,0.000084,2.149203,2.105030,8.091447,0.002216,0.019327,0.299474
450.000000,850.000000,-200.000000,0.002324,0.002301,-0.000023,2.148592,2.104419,8.085935,0.002237,0.033060,0.302276
450.000000,850.000000,-150.000000,0.002093,0.002054,-0.000039,2.148700,2.104527,8.061761,0.002185,0.031585,0.295264
450.000000,850.000000,-100.000000,0.001258,0.001264,0.000006,2.149211,2.105039,8.033424,0.002104,0.020132,0.284384
450.000000,850.000000,-50.000000,0.000528,0.000584,0.000056,2.149668,2.105495,8.013513,0.002043,0.008968,0.276068
450.000000,850.000000,0.000000,0.000157,0.000242,0.000085,2.149901,2.105729,8.004069,0.002013,0.002828,0.272006
450.000000,900.000000,-500.000000,-0.000295,0.001323,0.001618,2.150207,2.111569,8.003230,0.001996,-0.002952,0.269671
450.000000,900.000000,-450.000000,-0.000554,0.001190,0.001745,2.150391,2.111752,8.006879,0.001993,-0.005874,0.269349
450.000000,900.000000,-400.000000,-0.000793,0.001085,0.001878,2.150565,2.111927,8.012677,0.001995,-0.008919,0.269645
450.000000,900.000000,-350.000000,-0.000806,0.001190,0.001995,2.150589,2.111950,8.020406,0.002009,-0.009606,0.271483
450.000000,900.000000,-300.000000,-0.000461,0.001616,0.002078,2.150370,2.111732,8.028228,0.002035,-0.005835,0.275021
450.000000,900.000000,-250.000000,0.000082,0.002218,0.002136,2.150009,2.111371,8.032345,0.002062,0.001094,0.278584
450.000000,900.000000,-200.000000,0.000468,0.002673,0.002206,2.149741,2.111103,8.029523,0.002070,0.006653,0.279709
450.000000,900.000000,-150.000000,0.000507,0.002817,0.002310,2.149697,2.111059,8.020837,0.002055,0.007646,0.277763
450.000000,900.000000,-100.000000,0.000325,0.002770,0.002445,2.149802,2.111163,8.011164,0.002032,0.005197,0.274534
450.000000,900.000000,-50.000000,0.000139,0.002734,0.002594,2.149914,2.111276,8.004496,0.002013,0.002363,0.272026
450.000000,900.000000,0.000000,0.000041,0.002789,0.002748,2.149975,2.111337,8.001356,0.002004,0.000740,0.270794
450.000000,950.000000,-500.000000,-0.000115,0.002881,0.002996,2.150081,2.118517,8.001224,0.001998,-0.001147,0.270029
450.000000,950.000000,-450.000000,-0.000219,0.002962,0.003180,2.150154,2.118591,8.002557,0.001997,-0.002319,0.269866
450.000000,950.000000,-400.000000,-0.000325,0.003051,0.003376,2.150230,2.118667,8.004557,0.001997,-0.003652,0.269858
450.000000,950.000000,-350.000000,-0.000361,0.003215,0.003575,2.150259,2.118696,8.007015,0.002000,-0.004304,0.270291
450.000000,950.000000,-300.000000,-0.000275,0.003496,0.003771,2.150205,2.118642,8.009261,0.002007,-0.003477,0.271246
450.000000,950.000000,-250.000000,-0.000105,0.003861,0.003966,2.150092,2.118529,8.010197,0.002015,-0.001413,0.272274
450.000000,950.000000,-200.000000,0.000039,0.004211,0.004172,2.149992,2.118428,8.009040,0.002018,0.000555,0.272669
450.000000,950.000000,-150.000000,0.000088,0.004487,0.004399,2.149953,2.118389,8.006261,0.002014,0.001332,0.272219
450.000000,950.000000,-100.000000,0.000066,0.004713,0.004647,2.149962,2.118399,8.003318,0.002008,0.001049,0.271391
450.000000,950.000000,-50.000000,0.000029,0.004942,0.004913,2.149983,2.118419,8.001330,0.002003,0.000498,0.270733
450.000000,950.000000,0.000000,0.000009,0.005203,0.005194,2.149995,2.118432,8.000402,0.002001,0.000154,0.270407
450.000000,1000.000000,-500.000000,-0.000037,0.004122,0.004159,2.150026,2.126796,8.000392,0.001999,-0.000374,0.270189
450.000000,1000.000000,-450.000000,-0.000072,0.004329,0.004401,2.150051,2.126820,8.000809,0.001999,-0.000762,0.270128
450.000000,1000.000000,-400.000000,-0.000109,0.004548,0.004657,2.150077,2.126847,8.001408,0.001999,-0.001227,0.270101
450.000000,1000.000000,-350.000000,-0.000127,0.004799,0.004926,2.150091,2.126861,8.002098,0.001999,-0.001516,0.270185
450.000000,1000.000000,-300.000000,-0.000109,0.005097,0.005205,2.150079,2.126849,8.002669,0.002001,-0.001376,0.270411
450.000000,1000.000000,-250.000000,-0.000062,0.005435,0.005497,2.150048,2.126818,8.002839,0.002003,-0.000831,0.270673
450.000000,1000.000000,-200.000000,-0.000016,0.005788,0.005804,2.150016,2.126786,8.002451,0.002004,-0.000230,0.270793
450.000000,1000.000000,-150.000000,0.000007,0.006138,0.006131,2.149999,2.126769,8.001666,0.002003,0.000102,0.270709
450.000000,1000.000000,-100.000000,0.000009,0.006489,0.006479,2.149996,2.126765,8.000874,0.002002,0.000145,0.270525
450.000000,1000.000000,-50.000000,0.000005,0.006854,0.006849,2.149998,2.126768,8.000349,0.002001,0.000077,0.270375
450.000000,1000.000000,0.000000,0.000001,0.007242,0.007240,2.149999,2.126769,8.000105,0.002000,0.000023,0.270300
500.000000,0.000000,-500.000000,0.000024,0.000308,0.000284,2.149984,2.195449,8.000399,0.002002,0.000242,0.265026
500.000000,0.000000,-450.000000,0.000117,0.000409,0.000292,2.149924,2.195389,8.001928,0.002008,0.001241,0.265821
500.000000,0.000000,-400.000000,0.000415,0.000700,0.000285,2.149732,2.195196,8.006834,0.002027,0.004665,0.268374
